,mean_mfccs,mean_chroma_stft,tempo,pulse,flatness,contrast,zero_crossing,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
494,0.7688087754473139,0.9835167621210078,1.478763365356941,1.9159618628735808,0.0036464261356741186,0.22187417133285028,-1.1834266326936789,0,0,0,0,1,0,0,0,0,0
836,-0.0030962285128057028,0.6853308676451366,-1.6732357932796593,0.2865050972695854,0.005272747948765755,0.7653225180663604,-1.0631090033408406,0,0,0,0,0,0,0,0,1,0
261,0.0787545829876215,-0.7853153395516461,0.0932692296925024,0.4710465039880218,0.002105897292494774,1.7378167869432766,-1.3169846128628564,0,0,1,0,0,0,0,0,0,0
753,-3.0848349430346897,-1.2418800337766183,0.38768673352119604,-1.211027033783916,0.024712363258004192,0.3024721040649536,0.07678779337048663,0,0,0,0,0,0,0,1,0,0
402,-0.24307258966956882,0.3131559426515278,-1.0391057850332424,0.41881243595071854,0.003053175983950496,-0.006177126236335667,-1.0751948821513957,0,0,0,0,1,0,0,0,0,0
873,1.4314086504382382,0.8653822523060334,2.4486092603220513,1.0758828246593666,0.012251235544681549,-1.1613130407715275,-1.2591167035729156,0,0,0,0,0,0,0,0,1,0
213,-0.13096134855204403,-0.12971006634209756,0.38768673352119604,1.3710012724342735,0.04332482069730759,-0.8413107638116866,0.6178383143313606,0,0,1,0,0,0,0,0,0,0
69,-1.0021060678597598,-1.0614268521569958,0.0932692296925024,1.1820347036535577,0.004091911483556032,1.275440137049217,0.5131060570566113,1,0,0,0,0,0,0,0,0,0
832,-0.34595178899842444,1.3254156841265494,1.478763365356941,-0.8437292673012071,0.003799825673922896,-0.026982003736310836,-0.9043330252953111,0,0,0,0,0,0,0,0,1,0
617,0.7832807125414871,2.4778438091468153,-0.6427745298792317,-2.2704102881002983,0.01856087706983089,-0.9994326055819849,1.3161134915799915,0,0,0,0,0,0,1,0,0,0
394,0.3137682854233904,0.46702447118092094,0.7130955535423843,0.974530660958759,0.007268438115715981,0.36164410550181086,-0.24202686647689908,0,0,0,1,0,0,0,0,0,0
294,0.7914413657653921,-0.14532358231135376,-0.4187612117487038,1.0941330764064392,0.0018244910752400762,1.3968539122153643,-0.9718335603835151,0,0,1,0,0,0,0,0,0,0
173,-1.63323575438318,-1.988176281656086,0.38768673352119604,0.060399926018284325,0.0010764446342363954,0.4578705435700699,-0.7817064519309042,0,1,0,0,0,0,0,0,0,0
560,-0.09162674568276537,-1.1486043843018123,-1.2152530095461358,0.1766519337015948,0.004614084493368864,-0.3851638326700054,-1.2252762429033617,0,0,0,0,0,1,0,0,0,0
968,0.026029105297141274,0.2847002514074463,0.0932692296925024,-0.29604045441336346,0.009929008781909944,0.4711006650664757,0.3493874957363174,0,0,0,0,0,0,0,0,0,1
106,-1.2587615727474812,-1.4352370652269464,-0.8488667825593171,-1.3731771437555027,0.0006068051443435253,1.7786805034972746,-0.73552757169953,0,1,0,0,0,0,0,0,0,0
427,0.02113644825535824,0.6010859788793623,-1.3788182894509657,-0.030406138358211376,0.04126748815178871,-1.3820084016874212,-0.01791498835401122,0,0,0,0,1,0,0,0,0,0
738,1.0040425424169872,0.2660858486156585,-1.3788182894509657,1.7597681196248902,0.08837561309337616,-1.2861202215140475,1.0238156106154652,0,0,0,0,0,0,0,1,0,0
821,0.49222467748017834,0.13958403574012015,1.478763365356941,0.05255410320213463,0.0074206776916980735,-0.14065056873787168,-0.2594521783142067,0,0,0,0,0,0,0,0,1,0
161,-1.6695074900949276,-1.1866729126846882,1.478763365356941,0.25178304238252425,0.003229467896744609,1.008638464872751,-0.6594045738181241,0,1,0,0,0,0,0,0,0,0
216,-1.249538395382285,-0.6880990873880766,-0.6427745298792317,0.7177338604720691,0.0038783331401646133,-0.42433260940789064,-1.0388290139691885,0,0,1,0,0,0,0,0,0,0
28,-0.6624161623949519,-1.2554637634748151,-0.8488667825593171,0.027548696597427418,0.0003726551367435603,0.40605806035233527,-1.3300085001781112,1,0,0,0,0,0,0,0,0,0
365,1.2115940607882885,1.1316678038635102,0.38768673352119604,0.5742516388039114,0.005679900757968426,0.006639633952694167,-0.7188959593661991,0,0,0,1,0,0,0,0,0,0
663,0.1345873007145841,0.7101072519519976,0.38768673352119604,1.1025968150197243,0.012669539079070093,0.19826077419806698,1.1535133250153013,0,0,0,0,0,0,1,0,0,0
580,0.010543972721879454,-0.09867754646443999,0.7130955535423843,-0.4246573763864745,0.05064588040113449,-0.4028762556526287,0.8775584383826597,0,0,0,0,0,1,0,0,0,0
571,-0.6953480061129944,-1.2417687276254725,0.0932692296925024,-1.591580491412223,0.0005133390077389778,-0.13512988619112,-1.4606081458324662,0,0,0,0,0,1,0,0,0,0
408,-0.05649951842678398,0.9176771665581475,2.4486092603220513,-0.48373742358827937,0.021183138713240623,0.37805181214744193,1.7575186475416034,0,0,0,0,1,0,0,0,0,0
509,-0.9643684071228167,-1.3652222117124162,-0.4187612117487038,0.3222685265810907,0.0001544776459923014,1.3817114045873555,-1.7208333513862961,0,0,0,0,0,1,0,0,0,0
654,1.4114226706592212,1.6136562827629914,0.0932692296925024,1.2175089701077342,0.035156916826963425,-0.21497926801299264,2.1998257347577344,0,0,0,0,0,0,1,0,0,0
466,0.25455501567129935,0.37775000413615706,-1.3788182894509657,-0.10998414483297844,0.028557833284139637,-1.1599173238462386,-0.581044786425511,0,0,0,0,1,0,0,0,0,0
764,-0.5979140225579344,-0.39426471601470653,0.38768673352119604,0.584032718004808,0.06882079690694809,-0.9761765695998809,2.4426617057244373,0,0,0,0,0,0,0,1,0,0
366,0.7369048799779591,0.88227122728596,0.7130955535423843,0.7257877252902689,0.013141351751983166,0.42970438576349745,0.8338688884137581,0,0,0,1,0,0,0,0,0,0
401,1.2644311298516164,0.9621098522191613,-1.3788182894509657,0.34792522885639954,0.012013412080705166,0.8489527296009817,-0.14173211097438326,0,0,0,0,1,0,0,0,0,0
404,0.5543011444113403,0.863766670892516,-1.2152530095461358,1.1719252596509153,0.02136259153485298,0.3622384632239108,-0.09216196922601753,0,0,0,0,1,0,0,0,0,0
715,0.9443296510167772,0.09996123556140862,-0.8488667825593171,1.031740658970488,0.07239196449518204,-1.3358435293073494,0.9070335517803415,0,0,0,0,0,0,0,1,0,0
986,-0.8193266681944781,0.15000813049857875,0.38768673352119604,0.09947533742587289,0.015120495110750197,0.21660816577923167,1.0185844093392549,0,0,0,0,0,0,0,0,0,1
657,1.3007787932953092,1.333240689021202,0.38768673352119604,-0.6443644797985864,0.02101832255721092,0.002204536710872141,0.9568201570297918,0,0,0,0,0,0,1,0,0,0
761,0.7980661067882013,0.9423218081746358,-1.2152530095461358,0.5610696938903829,0.04546741396188736,-1.1996334133693578,0.19955867573561661,0,0,0,0,0,0,0,1,0,0
538,-0.572178373507836,-1.1390101590112423,1.478763365356941,-1.7823406461845002,0.0014940426917746663,1.1999410085026556,-0.8909844427284295,0,0,0,0,0,1,0,0,0,0
829,0.29355487052799395,0.6143817723373819,1.478763365356941,0.7661113887101619,0.0032195746898651123,0.17862182480736263,-1.4350654527044875,0,0,0,0,0,0,0,0,1,0
451,0.9436939186988158,0.18053229146296962,-0.6427745298792317,1.0884747997163322,0.03198319673538208,-0.9055893140366871,-0.10002680976542346,0,0,0,0,1,0,0,0,0,0
5,-1.2602498676790321,-0.9334025171090634,-0.4187612117487038,-0.5281501215074373,0.003060848219320178,0.9284837089870848,-0.22994098766634413,1,0,0,0,0,0,0,0,0,0
506,-0.7188522802094306,-1.2711170577079234,0.7130955535423843,0.6259112625071936,0.0005358050693757832,1.6773103962096167,-1.3302249636791958,0,0,0,0,0,1,0,0,0,0
142,-0.9713779847918906,-1.4308734991638308,-1.0391057850332424,-0.8347527983060011,0.0008959289989434182,0.32665216161961996,-0.20764524705463377,0,1,0,0,0,0,0,0,0,0
874,1.4311844872687425,0.9265360413747533,2.4486092603220513,0.9797006599649479,0.012217655777931212,-1.1717041204622463,-1.2595857078252655,0,0,0,0,0,0,0,0,1,0
392,0.44519048743406625,-0.09792467895685293,-0.17438304651540126,0.5911511700899068,0.010789243504405022,0.3681482772717934,0.3294728536365373,0,0,0,1,0,0,0,0,0,0
822,1.2479497996753548,0.9410532829897745,1.478763365356941,0.9294119399020448,0.004978404846042396,0.30439600703673,-0.7503553215238228,0,0,0,0,0,0,0,0,1,0
685,0.30409992603695263,0.7656574149523772,-0.8488667825593171,-0.7668779307227221,0.014693423174321653,0.4464977429008999,1.2920138884592431,0,0,0,0,0,0,1,0,0,0
191,-1.005571361278719,-1.8706278625910786,1.0746609091214812,-0.877620706732319,0.001766388537362218,2.414140146056428,1.1652384313240487,0,1,0,0,0,0,0,0,0,0
358,0.3215355392464196,0.4734123494420894,0.38768673352119604,0.999947493910807,0.008855161257088184,0.37397783482741226,0.17369128735601091,0,0,0,1,0,0,0,0,0,0
199,-1.3836586076649862,-0.5482617027906679,-0.17438304651540126,-0.3244684624622594,0.0013229139149188993,1.100439453840559,-0.5488278020140914,0,1,0,0,0,0,0,0,0,0
842,-0.3685715699925314,0.6708614329343799,0.0932692296925024,0.6650441183481837,0.03383447602391243,-1.0142751066548454,0.04633859421792428,0,0,0,0,0,0,0,0,1,0
303,1.372707695631752,1.424806967964968,0.38768673352119604,0.3838796220951626,0.057209093123674386,-1.475959499525462,1.1300270351476258,0,0,0,1,0,0,0,0,0,0
423,1.0019109038300429,0.03889977585740833,-1.2152530095461358,0.07539020616978624,0.00958874449133873,0.31686914289195167,0.07130405134301095,0,0,0,0,1,0,0,0,0,0
838,-0.7656744434564041,-0.06092432468677723,-1.2152530095461358,0.4361598785620249,0.004505937919020653,0.9227837190764107,-0.9120896340841748,0,0,0,0,0,0,0,0,1,0
440,-0.24427207147404476,-0.40306228121363274,1.9333786286218375,-0.9570717920603125,0.022755606099963188,-0.17919806748506492,0.04763737522443168,0,0,0,0,1,0,0,0,0,0
895,0.2215650426841483,0.5584141200356553,0.0932692296925024,1.3653026293855597,0.03319665789604187,-1.3390879472454453,-0.01235909182617401,0,0,0,0,0,0,0,0,1,0
443,0.8186040941734257,0.8079362353541693,-1.531103205224428,-0.8463507517822731,0.017122592777013782,-1.007705168746617,-0.9711480926300806,0,0,0,0,1,0,0,0,0,0
548,-0.7396017142613679,-1.1765528114472286,0.38768673352119604,1.2013337044482808,0.003265729639679193,0.9425974016535015,-0.5823074901818377,0,0,0,0,0,1,0,0,0,0
267,-1.1653035383782464,-0.7042479676974335,0.38768673352119604,-1.2547461289835493,0.0006564250797964633,0.978529021889701,-1.633237787947408,0,0,1,0,0,0,0,0,0,0
240,-0.1784004710316657,-0.06376317894829658,1.0746609091214812,0.3359333152456498,0.03380870446562767,-0.7804236094098465,0.0631866700523397,0,0,1,0,0,0,0,0,0,0
290,0.48113173330523823,-0.09036790363955235,0.7130955535423843,0.5943432175243586,0.005885093007236719,1.0890004987440167,-0.11135506632218244,0,0,1,0,0,0,0,0,0,0
809,-0.2605333922289828,0.0542403180527069,1.9333786286218375,1.4583874523330274,0.005366335157305002,0.692584310408605,-1.0304590919272518,0,0,0,0,0,0,0,0,1,0
144,-2.8720148940213264,-1.5476799988672651,0.38768673352119604,-1.5759257188959601,0.0006091709365136921,1.4817698917942104,-0.7635956723401621,0,1,0,0,0,0,0,0,0,0
692,-0.12344608104967268,-0.4502991520071206,-0.17438304651540126,1.15182203678856,0.006386397872120142,0.5928888411049955,-0.24873723501052064,0,0,0,0,0,0,1,0,0,0
367,-0.14896993535360267,-0.1688219530401404,-1.0391057850332424,0.19130336932363776,0.016194730997085568,0.33615847527842574,0.9453475914723098,0,0,0,1,0,0,0,0,0,0
521,-0.603075623191194,0.6615525893165832,0.0932692296925024,-2.1602904736826636,0.018817001953721046,0.08394058186490039,1.8582824072964692,0,0,0,0,0,1,0,0,0,0
990,0.21672715014340152,-1.5059288791033645,0.0932692296925024,0.12277021958461642,0.006240375805646181,0.8318512674061816,0.40599270126993153,0,0,0,0,0,0,0,0,0,1
587,-0.8939796867621269,-0.4436718742864378,0.7130955535423843,-0.5705615795710458,0.008290909230709076,-1.7201530561340241,-1.4542224725504715,0,0,0,0,0,1,0,0,0,0
727,0.5273130590688992,-0.013821386212865513,-1.8061985369442304,0.09855506207724872,0.04729004204273224,-1.1926518913384443,-0.043746299483436155,0,0,0,0,0,0,0,1,0,0
835,-0.30436975310992553,0.975981153219335,-0.6427745298792317,-0.5635913962262146,0.007014399394392967,-0.032443791040921384,-1.0138996340942825,0,0,0,0,0,0,0,0,1,0
720,1.1631655340583777,0.4136945921922496,-0.6427745298792317,0.9889841461684036,0.1172894760966301,-1.6757647373059292,1.8149897070795558,0,0,0,0,0,0,0,1,0,0
914,-0.9387386206378568,0.02401358172170503,-0.17438304651540126,-1.2195086267481232,0.006843038834631443,-0.10994440214663004,-0.4801367176699223,0,0,0,0,0,0,0,0,0,1
188,-2.0373907176203203,-1.0324339718818105,-0.6427745298792317,0.20055192310137585,0.0023949346505105487,-0.4838884711675886,-0.7905814554753714,0,1,0,0,0,0,0,0,0,0
871,0.5669390740585226,0.36842218373193547,1.0746609091214812,-0.03459919385850114,0.05033602938055992,-0.4263328405859307,0.4283966736321842,0,0,0,0,0,0,0,0,1,0
491,0.6177386252197379,1.8985445590898409,-0.8488667825593171,-1.1597997958834028,0.013519790023565292,-0.2471209790132949,0.834626510667554,0,0,0,0,1,0,0,0,0,0
994,-0.13487371522395417,0.13018067312840093,-0.4187612117487038,0.6027662016409733,0.012713906355202198,1.2351978090186118,1.0274233356335414,0,0,0,0,0,0,0,0,0,1
977,0.5472683150346229,0.93842463313173,-0.6427745298792317,1.0843551023100506,0.008974425494670868,0.04859929272842721,0.06109418954185556,0,0,0,0,0,0,0,0,0,1
933,0.0832407934502626,-0.6771509413737328,-0.17438304651540126,0.9416623534631061,0.009545895271003245,-0.8952886676142329,-0.6880499104616484,0,0,0,0,0,0,0,0,0,1
954,-1.1372768303504754,-0.3921053766824774,-0.6427745298792317,-0.9947363216069771,0.039145056158304214,-0.21110654923443392,0.6870344801780605,0,0,0,0,0,0,0,0,0,1
634,-0.06468648645754302,0.3459456399644876,-0.6427745298792317,-1.5808822419672088,0.017731433734297752,0.022156189435426688,1.3656836333283573,0,0,0,0,0,0,1,0,0,0
557,-1.2809530767792474,-1.7696166180807378,-1.2152530095461358,-1.9462816251812038,0.0024608462117612358,0.6305457959265451,-0.9986389572678206,0,0,0,0,0,1,0,0,0,0
831,0.26291548970809564,1.3636407709974312,1.9333786286218375,-0.8967124418011195,0.004245665855705738,0.638974416453553,-1.0752670366517572,0,0,0,0,0,0,0,0,1,0
729,1.2847146015388045,-0.2940286002421818,1.9333786286218375,0.44107370644628563,0.04870783910155296,-0.9706191135755831,0.18693163817235023,0,0,0,0,0,0,0,1,0,0
938,1.0463271418789493,0.4023486635393846,0.7130955535423843,0.4937428772528042,0.04875651001930237,-1.4510091771932474,0.8803003093963976,0,0,0,0,0,0,0,0,0,1
622,0.6205070635683079,-0.10608652181054626,0.7130955535423843,0.7739222791005933,0.006214099004864693,0.5293793024050726,0.07837519237844012,0,0,0,0,0,0,1,0,0,0
572,-0.6692213478076159,-1.5697229960525458,-0.6427745298792317,-0.23866433331044376,0.001861928147263825,-0.738939784846642,-1.0744372598975998,0,0,0,0,0,1,0,0,0,0
461,0.8878739479315886,1.1616558706113993,3.0374442679794385,1.032019342100101,0.0113073056563735,-0.6910986871097413,-0.8679671571131039,0,0,0,0,1,0,0,0,0,0
433,1.1830714091519803,1.4864964863119918,-1.0391057850332424,-0.5846746676989766,0.0545351579785347,-1.4842444033855513,1.195831939477334,0,0,0,0,1,0,0,0,0,0
22,0.06227326731467014,-0.883435543637798,-1.0391057850332424,-0.5871890260745091,0.00042173670954070985,0.8112019301304279,-1.0787304526691102,1,0,0,0,0,0,0,0,0,0
334,0.09056977172858466,-0.25737931652096474,0.38768673352119604,-0.3089825300036304,0.08825637400150299,-0.8041558121135636,1.844861670229226,0,0,0,1,0,0,0,0,0,0
820,0.4057008499752015,-0.09722472748833588,0.38768673352119604,0.6320166742464844,0.0031155012547969822,0.7369765257689388,-1.121806689384939,0,0,0,0,0,0,0,0,1,0
258,0.694173624958393,-0.37368840545714826,-0.4187612117487038,1.4365259640428931,0.004506266675889492,1.1907438464847009,-0.7257867141507245,0,0,1,0,0,0,0,0,0,0
594,-1.7884208999365003,-1.7306682236965087,0.0932692296925024,0.6840419240056105,0.0008785707759670912,1.5385268146414182,-1.4862951479611681,0,0,0,0,0,1,0,0,0,0
264,-0.5313051666230034,-1.4116897927792962,0.7130955535423843,-1.2515366153362386,0.0010706853354349732,2.0720183625097652,-1.0427975114890722,0,0,1,0,0,0,0,0,0,0
603,1.0252863421172618,1.3331724455777128,-1.0391057850332424,-1.3530176408739374,0.01881981641054153,-0.10946269600412131,1.5060962910318794,0,0,0,0,0,0,1,0,0,0
363,1.7625162160211618,2.073844083442311,0.38768673352119604,1.4064623421942914,0.016212046146392822,-0.25203548314209867,-0.09512030374083995,0,0,0,1,0,0,0,0,0,0
546,-0.6751096455232698,-1.5697127777829316,-0.6427745298792317,-0.267310474951043,0.000577530765440315,0.2251733922307002,-1.0764575859077223,0,0,0,0,0,1,0,0,0,0
233,-0.3676304095548078,-0.7565009140564939,-1.3788182894509657,-0.08806365955718795,0.02259276807308197,0.21461390590130058,0.47775035187946535,0,0,1,0,0,0,0,0,0,0
905,0.4871494701678333,-0.023840034630591547,-1.0391057850332424,0.166065468018876,0.002414731774479151,0.6481914589534351,-0.6367841379547869,0,0,0,0,0,0,0,0,0,1
319,0.5355593862495104,0.8125994156798787,-0.17438304651540126,-0.0025234642885711383,0.025997035205364227,-0.8795454662638593,0.0001957912367308476,0,0,0,1,0,0,0,0,0,0
91,-0.06524291467283853,0.5311327999207124,0.0932692296925024,0.7114918241344166,0.002427626168355345,0.19430825097783147,-1.616497943863535,1,0,0,0,0,0,0,0,0,0
20,-0.41468857067277193,-0.9315004592081714,0.7130955535423843,-0.016193298747953992,0.0016522411024197936,-0.20381716368539626,-1.2206944321304052,1,0,0,0,0,0,0,0,0,0
442,1.1728392654710824,0.8665920224406177,-1.3788182894509657,-0.7371302532578334,0.037005290389060974,-0.7110417495913102,0.002973739500649451,0,0,0,0,1,0,0,0,0,0
274,-0.960189133124246,-0.2896836460272886,0.7130955535423843,-0.019639576614015733,0.002274664118885994,1.4112304109534954,-0.7775575681601167,0,0,1,0,0,0,0,0,0,0
849,0.005094023067485805,-0.09749989089149776,-1.2152530095461358,1.8289079291572068,0.021223032847046845,-0.8115080858058216,-0.5500544285202372,0,0,0,0,0,0,0,0,1,0
960,0.3440398738877066,0.3288329578676672,-1.531103205224428,-0.29715363437956094,0.0547211617231369,-1.5859356238727413,0.7415472052011904,0,0,0,0,0,0,0,0,0,1
627,1.1185426760445445,1.1759698416487523,0.38768673352119604,-2.0081054203540867,0.013656179420650005,-0.6509453679587318,0.5866675701751831,0,0,0,0,0,0,1,0,0,0
941,0.7185327357875297,0.2876566157695196,-0.17438304651540126,1.7646578829492108,0.05269217863678932,-0.7738556193495326,1.068695709840332,0,0,0,0,0,0,0,0,0,1
26,-0.45838330962582313,-1.228242658162951,-1.8061985369442304,-0.42288474985034347,0.0004546165291685612,0.6661670362241793,-1.2360994179575902,1,0,0,0,0,0,0,0,0,0
328,0.9786185405062602,1.2787740275380428,0.0932692296925024,1.7827590896798902,0.1183748096227646,-1.57941377211794,2.2666408020925037,0,0,0,1,0,0,0,0,0,0
674,-0.2735181250405662,1.283437572801952,0.0932692296925024,0.5884613733096605,0.014889122918248175,-0.5288235014319134,0.7489791187384273,0,0,0,0,0,0,1,0,0,0
861,0.2644964085828187,0.2057677680260321,-1.3788182894509657,0.32544039083623977,0.04917266219854355,-0.5354049564296586,0.7140924178136312,0,0,0,0,0,0,0,0,1,0
903,0.8100372554299704,0.015517090538173269,-1.2152530095461358,0.611821850801138,0.003160137450322509,0.09582426621050727,-1.4480532627695615,0,0,0,0,0,0,0,0,0,1
377,0.7274626446086176,0.4530750734058443,-0.17438304651540126,0.8626397725572472,0.009120234288275242,0.7404423359492379,0.3322508019004559,0,0,0,1,0,0,0,0,0,0
943,0.398050272385736,0.5078668948256303,-1.531103205224428,1.2084420649437284,0.057547088712453835,-1.3915389019082147,0.9629532895605212,0,0,0,0,0,0,0,0,0,1
575,-0.20711672446125562,-1.0406724517576043,-0.8488667825593171,-0.35454178776244927,0.04087378829717636,-0.21859485559021316,0.5455755822192963,0,0,0,0,0,1,0,0,0,0
375,0.4742477194984979,0.618487692030962,0.7130955535423843,0.3556355914883795,0.015055757015943529,0.30397181003341633,0.6266050861252856,0,0,0,1,0,0,0,0,0,0
70,-0.5381575980204599,-0.6841749069183346,1.0746609091214812,0.14228153190008974,0.004830973222851753,0.9681103133728586,-0.12679612939954818,1,0,0,0,0,0,0,0,0,0
675,1.4404718968961712,0.854284116691293,-0.4187612117487038,0.8760763360404492,0.01123084966093302,0.10192187955635243,-0.3540106510379815,0,0,0,0,0,0,1,0,0,0
54,1.07958033255053,0.9069363054416751,-1.3788182894509657,-0.5974331539851957,0.005865622777491808,0.16521750022034884,-0.005973418544179298,1,0,0,0,0,0,0,0,0,0
955,0.30662751660744847,0.6485717375255762,0.38768673352119604,0.28821290474910727,0.014772746711969376,-1.7627208148489113,-0.8858253959525807,0,0,0,0,0,0,0,0,0,1
263,0.39541844362089484,-0.5484062183180566,-1.8061985369442304,0.5254626842184785,0.0023707125801593065,1.331887517725053,-1.0857655164543587,0,0,1,0,0,0,0,0,0,0
545,-0.7084033062329046,-1.2245005818552483,0.0932692296925024,-1.3817103590821593,0.00016363189206458628,0.7698829053860854,-1.4593815193263204,0,0,0,0,0,1,0,0,0,0
231,-0.06159516960582962,-0.799403413842903,-0.4187612117487038,0.5598571505799216,0.015333528630435469,0.197019375953048,-0.1985177027589012,0,0,1,0,0,0,0,0,0,0
590,-0.8271292172743192,-1.3305362955097721,0.7130955535423843,0.21456991740374232,0.009084508754312992,-0.7948233646958738,-1.1839677914463904,0,0,0,0,0,1,0,0,0,0
68,-0.13796127281754553,-1.087899469219679,1.9333786286218375,1.455901816174196,0.009354419074952602,0.8334830596391944,0.7516488352518035,1,0,0,0,0,0,0,0,0,0
880,1.1155941181802782,1.2030252650175992,-1.0391057850332424,0.5358151026488887,0.04368959367275238,-1.40183142281908,-0.22434901388832615,0,0,0,0,0,0,0,0,1,0
176,-0.9999631050878552,-1.4485463613983842,-0.17438304651540126,-0.8121977072963429,0.0018888331251218915,-0.055214575468904695,-0.7628019728361853,0,1,0,0,0,0,0,0,0,0
780,1.1641460970904909,0.6714037311002905,-0.4187612117487038,0.39142308535982273,0.056981120258569724,-0.9220574150202963,0.5705410393443828,0,0,0,0,0,0,0,1,0,0
934,1.0411868901189751,0.5246244920533861,0.7130955535423843,0.2014679289313005,0.043020255863666534,-0.8267477418029633,0.7846595191671999,0,0,0,0,0,0,0,0,0,1
456,1.0301791325895029,1.3834310046711595,-1.0391057850332424,1.381893979049115,0.0196713637560606,-1.1775263835708667,-0.8011160125281537,0,0,0,0,1,0,0,0,0,0
826,0.24493000377974952,0.2962242699021453,0.7130955535423843,0.785139469136544,0.0045717968605458745,0.7000053583029576,-0.6962033690025005,0,0,0,0,0,0,0,0,1,0
633,1.4027254181463493,1.2437122249889048,0.0932692296925024,0.6013005923130926,0.007652744650840759,0.07027406091215682,-0.08754408120288011,0,0,0,0,0,0,1,0,0,0
707,-0.3987719181949064,-1.5555276299303469,0.38768673352119604,-1.1288620871157369,0.009442183189094068,0.5148356354570219,-0.5109106120741115,0,0,0,0,0,0,0,1,0,0
425,1.549098120092245,1.5756479691831946,-0.6427745298792317,0.05437757582458922,0.010856090113520622,0.10834579514409842,0.09013637593736824,0,0,0,0,1,0,0,0,0,0
485,0.3480347353906268,1.1993174929007413,-0.4187612117487038,1.1588613087086999,0.014309684745967388,0.005123902992126797,0.5630730485569654,0,0,0,0,1,0,0,0,0,0
254,0.1266983952972708,-0.8059770456481156,-2.1581587407622145,-0.0009848850047480514,0.0022829112131148572,1.5984242343694561,-1.0396227134731653,0,0,1,0,0,0,0,0,0,0
9,-0.8742128578084432,-1.2824655409281918,0.38768673352119604,-1.3609899966987964,0.0027082751039415602,0.2933272279437307,-0.5861316787009984,1,0,0,0,0,0,0,0,0,0
723,0.8291384636430932,0.18092131558467928,-0.8488667825593171,0.15245540682127787,0.09759657829999924,-1.2040295871441489,1.7663575738358899,0,0,0,0,0,0,0,1,0,0
680,1.0040903453289087,1.449413656008608,1.9333786286218375,-1.0459460932946307,0.01645997352898121,0.07186713645943239,0.9650096928208246,0,0,0,0,0,0,1,0,0,0
145,-0.9007732695262667,-1.7453582635494551,3.0374442679794385,-1.4890087979160114,0.0009695308981463312,0.17117224071528342,-0.9817548041832245,0,1,0,0,0,0,0,0,0,0
602,0.7076559489546036,0.6579842235923081,-0.4187612117487038,0.8535845115351459,0.009325340390205385,-0.022460667969910014,0.5896259046900055,0,0,0,0,0,0,1,0,0,0
816,1.0242318934193437,0.49769789186930663,1.0746609091214812,0.24560776579179924,0.006463507190346718,0.5648425400573877,-0.5839670436901526,0,0,0,0,0,0,0,0,1,0
344,-0.06658881029904677,-0.14409556526674486,0.0932692296925024,0.7747311588249851,0.033261597156524665,-0.9055160604683288,0.14183507544639887,0,0,0,1,0,0,0,0,0,0
350,0.8786659932412567,0.8869267439094588,-0.6427745298792317,0.9070769231744067,0.012488505803048607,0.4350529712161144,0.599222453238088,0,0,0,1,0,0,0,0,0,0
238,-0.05504285231511117,-0.13804087558261158,1.478763365356941,1.256053408644419,0.03848777711391449,-0.8183960571906336,0.4186197388331979,0,0,1,0,0,0,0,0,0,0
638,-0.1217663424174654,1.1230282569053909,-1.2152530095461358,-0.6109760672978043,0.010408284142613413,0.5505895143321299,1.065376602823702,0,0,0,0,0,0,1,0,0,0
487,0.44233319600309456,2.510588254122916,0.7130955535423843,1.701185665420527,0.015321953222155573,-0.6162929773726437,-0.3781102541587299,0,0,0,0,1,0,0,0,0,0
879,-0.5753899402088585,1.1946627061536434,1.478763365356941,-0.33883578102180006,0.05694011971354485,-1.6914148178571748,1.9763271698879195,0,0,0,0,0,0,0,0,1,0
143,-1.6013772948854477,-2.2980046170727118,0.0932692296925024,-3.222648418117922,0.0012848981423303485,0.08610588000839858,-1.2591527808230965,0,1,0,0,0,0,0,0,0,0
384,-0.5881129868856173,1.5281563715257729,-0.4187612117487038,0.6112784575121993,0.015902090817689896,-0.4729016590352595,1.1413552917043848,0,0,0,1,0,0,0,0,0,0
230,-0.8137169268646033,-1.9254731474572346,1.9333786286218375,0.6412815298228907,0.002380721736699343,0.7208126204279363,-1.4543307043010139,0,0,1,0,0,0,0,0,0,0
56,0.38444974060635656,0.1514660586094882,1.9333786286218375,0.8668425315091237,0.003524502972140908,1.3055694526683213,-0.6726088473842826,1,0,0,0,0,0,0,0,0,0
613,0.6291894182804745,3.153506450792842,0.7130955535423843,-0.6355192014688514,0.028773963451385495,-0.45750037032656465,2.3870305859457037,0,0,0,0,0,0,1,0,0,0
668,0.26461899056448135,1.0330443499988975,1.9333786286218375,-0.9749214853258258,0.01155179925262928,-0.4162529268811676,0.6459064149719927,0,0,0,0,0,0,1,0,0,0
464,0.5603732744902185,0.36014210090128723,-1.6732357932796593,-0.5425488792501245,0.0270906575024128,-0.9699115653080187,-0.5708710018745364,0,0,0,0,1,0,0,0,0,0
312,1.024939654979346,0.6078446343522173,-0.4187612117487038,1.5085861243651921,0.043480101972818375,-1.4211827607728695,0.6726396573559368,0,0,0,1,0,0,0,0,0,0
621,0.6892187371112481,1.7981639277899262,-0.6427745298792317,-0.21693830520448137,0.02198171615600586,-0.07970122476229635,2.100505065010099,0,0,0,0,0,0,1,0,0,0
